timestamp,5_stars,4_stars,3_stars,2_stars,1_stars,total_reviews,average_rating
2026-04-18 19:58:22,1002,28,7,1,27,1065,4.86
2026-04-20 11:59:04,1002,28,7,1,27,1065,4.86
2026-04-27 13:09:43,1021,28,7,1,27,1084,4.86
2026-05-04 13:14:01,1034,28,7,1,27,1097,4.86
